# The file was automatically generated on 2022-07-05 09:24:29 by generate_mac_vendors.py via `go generate`
6A:9D:A4	GlobalReach	Global Reach Technology
3A:78:CA	SoundTalksNV	SoundTalks NV
6A:5C:35	Secrétariatg	 Secrétariat général de la défense et de la sécurité nationale
4A:C0:3F	WUHANHIKSTOR	WUHAN HIKSTORAGE TECHNOLOGY CO.,LTD
6A:40:65	OpenConnecti	Open Connectivity Foundation
DA:A1:19	Google	Google, Inc.
AA:38:C7	Kaloom	Kaloom inc
FA:16:19	trendytech	trendytech
FA:61:0E	Laboratoryfo	Laboratory for Computational Sensing and Robotics, Johns Hopkins University
FA:63:E1	SamsungElect	Samsung Electronics (UK) Ltd
8A:34:BC	FiberworksAS	Fiberworks AS
DA:FF:6B	TeamPrecisio	Team Precision Public Company Limited
7A:4B:A4	Innostor	Innostor Technology Corporation
9A:56:4B	Cubix	Cubix Corporation
EA:34:B4	ThinkRF	ThinkRF Inc.
3A:5A:27	ShenzhenLong	Shenzhen Longsys Electronics Co.,Ltd.
3A:F5:21	SingleDigits	Single Digits
CA:30:BF	IEEE8021Chai	IEEE 802.1 Chair
CA:04:5A	Ossia	Ossia Inc
0A:8E:62	DeltaSolutio	Delta Solutions LLC
DA:7D:2E	DeltaCompute	Delta Computers LLC.
AA:F0:19	TransferJetC	TransferJet Consortium Incorporated Association
DA:1E:56	OSNexus	OSNexus
BA:67:91	KandouBus	Kandou Bus SA
BA:4D:EA	Environexus	Environexus
EA:B8:9B	ThreadGroup	Thread Group, Inc.
7A:84:F0	McDowellSign	McDowell Signal Processing, LLC (dba McDSP)
BA:A2:D0	WirelessBroa	Wireless Broadband Alliance Ltd
BA:F2:1C	ISOTC22SC31	ISO/TC22/SC31
DA:C8:7D	SEDevelopmen	SE Development AB
0A:E4:71	Caterpillar	Caterpillar Inc.
5A:CB:D3	Simaudio	Simaudio Ltd
FA:2E:E9	OCAAlliance	OCA Alliance, Inc.
3A:02:92	VideoElectro	Video Electronics Standards Association
FA:E5:1A	RSAELabs	RSAE Labs Inc
DA:28:EC	HGGenuine	HG Genuine
4A:19:1B	ZigBeeAllian	ZigBee Alliance
8A:00:B0	Eoptolink	Eoptolink Technology Inc. Ltd,
3A:BA:37	Cirrent	Cirrent
9A:1B:22	InfoCore	InfoCore Co.,Ltd.
AA:0F:85	YamaichiElec	Yamaichi Electronics
0A:87:36	IEEE1901Work	 IEEE 1901 Working Group
9A:D2:63	FirmTek	FirmTek, LLC
2A:FD:6A	CharterCommu	Charter Communications
FA:D9:88	MomentumData	Momentum Data Systems
EA:11:5D	AUTOVISION	AUTOVISION TECHNOLOGY INC.
1A:BB:FB	UHDAlliance	UHD Alliance
EA:2A:DB	LabsNetworkI	Labs Network Industrie 4. 0 e.V.
0A:36:1C	Smardii	Smardii
AA:DC:47	Cachengo	Cachengo, Inc.
3A:A3:F8	IEEE8021Chai	IEEE 802.1 Chair
FA:94:F1	IEEE8021Chai	IEEE 802.1 Chair
8A:D8:5E	GigaIONetwor	GigaIO Networks, Inc.
4A:15:40	sasdelaHalle	sas de la Halle aux Fours
DA:0D:38	FarpointeDat	Farpointe Data, Inc.
4A:67:04	ReliableRobo	Reliable Robotics Corporation
DA:9D:49	Calix	Calix Inc.
BA:C4:85	FraunhoferII	Fraunhofer IIS
FA:BA:85	APATOptoelec	APAT Optoelectronics Components Co., Ltd.
8A:CB:A4	Resideo	Resideo
6A:B6:F2	Eli	Eli Technology Inc
FA:EB:6E	xRANorg	xRAN.org
4A:5A:6F	AppliedMater	Applied Materials
EA:60:76	CloudSimple	CloudSimple, Inc.
6A:0E:20	GeoFrenzy	GeoFrenzy, Inc
CA:12:5C	Microsoft	Microsoft Corporation
BA:55:EC	IEEE80215	IEEE 802.15
BA:30:54	GeorgeWilson	George Wilson Industries Ltd
FA:14:66	AllegionPLC	Allegion PLC
EA:E0:D9	Berktek	Berk-tek LLC
1A:75:FB	AUTOSAR	AUTOSAR
CA:E5:05	Mobilitie	Mobilitie
FA:55:6F	SymbolicIO	SymbolicIO
3A:35:41	RaspberryPi	Raspberry Pi (Trading) Ltd
EA:BC:04	G3PLCAllianc	G3-PLC Alliance
5A:03:BA	WirelessBroa	Wireless Broadband Alliance Ltd
5A:18:FF	FiRaConsorti	FiRa Consortium
4A:E0:3F	ChengduSuper	Chengdu Superxon communication Technology Co. Ltd.
FA:0B:BC	ASDSTAN	ASD-STAN
6A:8E:AF	Waoo	Waoo
7A:15:EC	YatomiTechol	Yatomi Techology(ZheJiang) Co.,Ltd
7A:4B:F3	DILON	DILON TECHNOLOGIES
2A:0B:B8	xFusionDigit	xFusion Digital Technologies Co., Limited
0A:D9:C4	CraftDesigns	Craft Designs, Inc
EA:1E:D0	ZIGPOS	ZIGPOS GmbH
8A:FB:16	TeraByte	TeraByte, Inc.
BA:41:59	ANAPASS	ANAPASS INC.
6A:1F:6C	iPass	iPass, Inc.
3A:CF:C5	Quickline	Quickline AG
EA:DD:88	IEEEPESPSRCW	IEEE PES-PSRC Working Group H3, PC37.237
2A:EA:15	TibitCommuni	Tibit Communications
7A:FD:44	RosenbergerH	Rosenberger Hochfrequenztechnik GmbH & Co. KG
5A:E6:60	nyantec	nyantec GmbH
DA:1C:21	Sesam	Sesam GmbH
8A:DA:26	Eleven	Eleven Inc.
4A:72:06	CAIRE	CAIRE, Inc.
9A:AD:CA	Credo	Credo
3A:5E:03	CirrusDataSo	Cirrus Data Solutions, Inc
9A:B2:F8	SFFCommittee	SFF Committee
FA:F9:C0	RAID	RAID Incorporated
FA:E1:90	INWINDEVELOP	IN WIN DEVELOPMENT INC.
4A:DA:10	EmotivaAudio	Emotiva Audio Corp
7A:AB:77	Orange	Orange
FA:07:3E	NBASETAllian	NBASE-T Alliance
CA:44:6C	CypressCompu	Cypress Computer Systems, Inc.
FA:4C:77	OCCITALINE	OCCITALINE
CA:F2:5B	LexarElectro	Lexar Electronics(Shenzhen) Co.,Ltd.
2A:A1:39	POINTGUARD	POINTGUARD, LLC
0A:2A:33	DIGISTOR	DIGISTOR
8A:94:AD	Nexgen	Nexgen A/S
7A:35:EA	SHARP	SHARP Corporation
8A:4F:8B	Irdeto	Irdeto
4A:AD:CE	CODANARGUS	CODAN ARGUS AG
4A:07:D6	IEEE8021Chai	IEEE 802.1 Chair
BA:63:12	IDTECK	IDTECK
6A:62:1E	DIFIConsorti	DIFI Consortium
3A:79:6E	LXSemicon	LX Semicon co.,Ltd.
CA:7D:DD	EmOneThailan	EmOne (Thailand) Co.,Ltd.
DA:41:62	Xperi	Xperi Corporation
4A:7F:74	INTEC	INTEC Inc.
8A:A5:C1	RanovusUSA	Ranovus USA
CA:8F:A5	AdvancedTSMi	Advanced TS Migrations, Co
AA:54:8B	Tintri	Tintri
8A:B3:DA	HomePlugPowe	HomePlug Powerline Alliance, Inc.
DA:2B:DD	ATT	AT&T, Inc.
8A:C7:2E	Roku	Roku, Inc.
CA:C8:7E	AllenOrganCo	Allen Organ Company
EA:9F:B1	PhilipsInter	Philips International B.V.
6A:73:7D	25GEthernetC	25G Ethernet Consortium
6A:E6:4A	SOElectronic	S&O Electronics (Malaysia) Sdn. Bhd.
4A:CA:3E	ZEUS	ZEUS
EA:BE:A7	Sonos	Sonos, Inc.
0A:CD:8F	CiscoSystems	Cisco Systems Norway
FA:66:73	NELLSELECTRO	NELLS ELECTRONIC SYSTEMS (NES)
CA:2B:5E	SuzhouMotorc	Suzhou Motor-comm Electronic Technology Co.,Ltd
CA:37:82	Storbyte	Storbyte, Inc.
AA:34:D4	CDVIWireless	CDVI Wireless SpA
6A:E7:32	UNISWDCStora	UNIS-WDC Storage Co.,Ltd
BA:07:DA	Infinixmobil	Infinix mobility limited
7A:4D:2F	OpenComputeP	Open Compute Project
8A:0A:F7	Montage	Montage Technology Co,.LTD
CA:1E:45	ASMedia	ASMedia Technology Inc.
00:50:C2:7D:5	DEUTAWERKE	DEUTA-WERKE GmbH
40:D8:55:11:C	DEUTAWERKE	DEUTA-WERKE GmbH
40:D8:55:1A:1	KRONOTECHSRL	KRONOTECH SRL
00:50:C2:CF:9	ElbitSystems	Elbit Systems of America
00:50:C2:F6:B	AlgodueElett	Algodue Elettronica Srl
00:50:C2:1F:A	SPControls	SP Controls, Inc
00:50:C2:81:1	OpenSystemSo	Open System Solutions Limited
40:D8:55:01:0	APGCashDrawe	APG Cash Drawer, LLC
00:50:C2:24:E	ScharffWeisb	Scharff Weisberg Systems Integration Inc
00:50:C2:F7:4	ThorPty	Thor Technologies Pty Ltd
00:50:C2:8F:9	Honeywell	Honeywell
00:50:C2:61:6	Honeywell	Honeywell
00:50:C2:87:2	OliotaloOy	Oliotalo Oy
00:50:C2:B1:F	AtlasCopcoIA	Atlas Copco IAS GmbH
40:D8:55:0F:4	MBconnectlin	MB connect line GmbH Fernwartungssysteme
00:50:C2:B2:5	Triax	Triax A/S
00:50:C2:CD:3	Covidence	Covidence A/S
00:50:C2:E6:7	CriticalLink	Critical Link LLC
00:50:C2:8F:4	CriticalLink	Critical Link LLC
00:50:C2:38:4	WirelessRead	Wireless Reading Systems Holding ASA
00:50:C2:AE:3	PSD	PSD
00:50:C2:19:2	AdvancedConc	Advanced Concepts, Inc.
00:50:C2:25:F	AlbertHandtm	Albert Handtmann Maschinenfabrik GmbH&Co.KG
00:50:C2:6C:6	MedAvantHeal	MedAvant Healthcare
00:50:C2:23:0	AutoTOOLSgro	AutoTOOLS group Co. Ltd.
40:D8:55:0D:7	Avant	Avant Technologies
00:50:C2:3B:A	PhytecMesste	Phytec Messtechnik GmbH
00:50:C2:14:4	PhytecMesste	Phytec Messtechnik GmbH
00:50:C2:8F:0	XentrasCommu	Xentras Communications
00:50:C2:02:C	NarrowbandTe	Narrowband Telecommunications
00:50:C2:AF:0	FrSauter	Fr. Sauter AG
00:50:C2:13:4	DRSPhotronic	DRS Photronics
00:50:C2:19:4	Cominfo	Cominfo, Inc.
00:50:C2:E4:C	AppliedMicro	Applied Micro Electronics AME bv
00:50:C2:E7:0	DORLETSAU	DORLET SAU
00:50:C2:C6:C	DORLETSAU	DORLET SAU
00:50:C2:79:6	DORLETSAU	DORLET SAU
00:50:C2:DD:E	DRSImagingan	DRS Imaging and Targeting Solutions
00:50:C2:17:2	SAETIS	SAET I.S. S.r.l.
00:50:C2:57:D	SierraVideoS	Sierra Video Systems
40:D8:55:15:5	TelefrangAB	Telefrang AB
00:50:C2:E6:4	EdgewareAB	Edgeware AB
00:50:C2:A8:B	NavicronOy	Navicron Oy
00:50:C2:3C:0	EDAIndustrie	EDA Industries Pte. Ltd
00:50:C2:68:1	OwasysAdvanc	Owasys Advanced Wireless Devices
00:50:C2:B3:7	IAdea	IAdea Corporation
40:D8:55:09:8	DAVESRL	DAVE SRL
00:50:C2:D4:3	DSP4YOU	DSP4YOU LTd
00:50:C2:F9:0	SecureTechSy	SecureTech Systems, Inc.
00:50:C2:73:A	Naturela	Naturela Ltd.
00:50:C2:17:8	PartnerVoxst	Partner Voxstream A/S
00:50:C2:5B:D	NOMUSCOMMSYS	NOMUS COMM SYSTEMS
00:50:C2:E1:8	ABBTransmiss	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:20:E	PYRAMIDCompu	PYRAMID Computer GmbH
00:50:C2:46:2	CTCompany	CT Company
00:50:C2:EA:E	AlyricaNetwo	Alyrica Networks
00:50:C2:92:A	RohdeSchwarz	Rohde&Schwarz Topex SA
00:50:C2:BF:A	RohdeSchwarz	Rohde&Schwarz Topex SA
00:50:C2:D4:7	RohdeSchwarz	Rohde&Schwarz Topex SA
00:50:C2:EA:D	RohdeSchwarz	Rohde&Schwarz Topex SA
00:50:C2:5A:6	PlasticLogic	Plastic Logic
40:D8:55:18:2	GeorgNeumann	Georg Neumann GmbH
00:50:C2:FA:B	Aplex	Aplex Technology Inc.
00:50:C2:3E:5	VaconPlc	Vacon Plc
00:50:C2:33:A	UnitedTeleco	United Telecoms Ltd
00:50:C2:55:2	Elfiq	Elfiq Inc.
00:50:C2:C6:1	HaiVisionSys	HaiVision Systems Incorporated
00:50:C2:A4:4	TORC	TORC Technologies
00:50:C2:0B:8	LANControls	LAN Controls, Inc.
00:50:C2:F8:7	VaisalaOyj	Vaisala Oyj
00:50:C2:3E:2	SysNova	SysNova
00:50:C2:95:6	Siconsrl	Sicon srl
00:50:C2:5C:2	IntuitiveSur	Intuitive Surgical, Inc
00:50:C2:FA:5	IntuitiveSur	Intuitive Surgical, Inc
00:50:C2:12:F	HaagStreit	Haag-Streit AG
00:50:C2:14:3	AARTESYS	AARTESYS AG
00:50:C2:A0:E	ENGICAM	ENGICAM s.r.l.
00:50:C2:53:F	EllipsBV	Ellips B.V.
00:50:C2:47:A	EfficientCha	Efficient Channel Coding
00:50:C2:7A:9	DELTATAUDATA	DELTA TAU DATA SYSTEMS, INC.
00:50:C2:98:0	DigitalPayme	Digital Payment Technologies
00:50:C2:3B:6	ArecontVisio	Arecont Vision
00:50:C2:08:0	AIM	AIM
00:50:C2:95:3	GrupoEpelsa	Grupo Epelsa S.L.
40:D8:55:18:3	EMAC	EMAC, Inc.
00:50:C2:36:0	DigitalRecei	Digital Receiver Technology
00:50:C2:97:4	EMAC	EMAC, Inc.
40:D8:55:1E:2	ELNECsro	ELNEC s.r.o.
40:D8:55:1C:4	QEDAdvancedS	QED Advanced Systems Limited
40:D8:55:1B:6	MagicSystems	Magic Systems
40:D8:55:1C:1	TriamecMotio	Triamec Motion AG
40:D8:55:1D:0	WebeasyBV	Webeasy BV
40:D8:55:1A:0	Futaba	Futaba Corporation
40:D8:55:19:F	PatriaAviati	Patria Aviation Oy
40:D8:55:1A:E	AutonomousSo	Autonomous Solutions, Inc
40:D8:55:19:B	NorthernStar	Northern Star Technologies
40:D8:55:19:C	ParrisServic	Parris Service Corporation
40:D8:55:19:9	PRESSOLSchmi	PRESSOL Schmiergeraete GmbH
40:D8:55:19:E	Thirdwayv	Thirdwayv Inc.
40:D8:55:1A:7	ENTECElectri	ENTEC Electric & Electronic CO., LTD
40:D8:55:1A:8	Multiobrabot	Multiobrabotka
40:D8:55:18:F	BeatSensing	Beat Sensing co. , ltd.
40:D8:55:17:F	Telvent	Telvent
40:D8:55:18:1	eROCCA	eROCCA
40:D8:55:16:8	OPASCASystem	OPASCA Systems GmbH
40:D8:55:15:9	PLATINUM	PLATINUM GmbH
40:D8:55:15:D	Actronic	Actronic Technologies
40:D8:55:17:0	ICSEletronic	ICS Eletronics
40:D8:55:14:3	TokyoDrawing	Tokyo Drawing Ltd.
40:D8:55:14:F	TDSSoftwareS	TDS Software Solutions Pty Ltd
40:D8:55:13:E	hanatech	hanatech
40:D8:55:14:2	Tetracore	Tetracore, Inc.
40:D8:55:13:C	shanghaiAnji	shanghai Anjian Information technology co. , ltd.
40:D8:55:13:D	PermScientif	Perm Scientific-Industrial Instrument Making Company JSC
40:D8:55:12:7	LIGHTSTAR	LIGHTSTAR
40:D8:55:13:7	GDEPolska	GDE Polska
40:D8:55:12:F	Private	Private
40:D8:55:13:9	WOWSystem	WOW System
40:D8:55:12:B	MangoDSP	Mango DSP, Inc.
40:D8:55:0F:D	MONOGRAM	MONOGRAM technologies ltd
40:D8:55:0F:C	eumigindustr	eumig industrie-tv GmbH
40:D8:55:11:A	Siconsrl	Sicon srl
40:D8:55:11:7	RCSEnergyMan	RCS Energy Management Limited
40:D8:55:10:7	SmithMeter	Smith Meter, Inc
40:D8:55:12:0	ObjectFab	ObjectFab GmbH
40:D8:55:0E:D	IntelliDesig	IntelliDesign Pty Ltd
40:D8:55:0E:A	AZE	A-Z-E
40:D8:55:0E:8	HEITEC	HEITEC AG
40:D8:55:0E:E	SiegmarZande	Siegmar Zander HuSWare
40:D8:55:0D:E	VPG	VPG
40:D8:55:0D:6	deskontrolel	deskontrol electronics
40:D8:55:0D:4	MitsubishiHe	Mitsubishi Heavy Industries, Ltd.
40:D8:55:0D:2	ELANSYSTEMS	ELAN SYSTEMS
40:D8:55:0D:C	NVS	NVS Technologies Inc
40:D8:55:0C:4	InspiredSyst	Inspired Systems
40:D8:55:0A:6	AlumbraProdu	Alumbra Produtos Elétricos e Eletrônicos Ltda
40:D8:55:0A:8	BaudischElec	Baudisch Electronic GmbH
40:D8:55:0B:5	DATASHARINGC	DATA SHARING CONSULTING
40:D8:55:0A:D	SpaceMicro	Space Micro
40:D8:55:0B:0	Micrologic	Micrologic
40:D8:55:0A:F	EnVerv	EnVerv Inc.
40:D8:55:0A:E	GDMissionSys	 GD Mission Systems
40:D8:55:0B:2	EverTrendDev	Ever Trend Technology Development Limited
40:D8:55:09:B	TokyoDenkiGi	Tokyo Denki Gijutsu Kogyo
40:D8:55:09:5	HeartForceMe	Heart Force Medical
40:D8:55:09:1	KDT	KDT
40:D8:55:08:E	LyngsoeSyste	Lyngsoe Systems
40:D8:55:08:F	Excelitas	Excelitas
40:D8:55:08:A	LederElektro	Leder Elektronik Design
40:D8:55:06:E	CCOMSatellit	C-COM Satellite Systems Inc.
40:D8:55:06:B	BRSSistemasE	BRS Sistemas Eletrônicos
40:D8:55:06:9	SmartcomBulg	Smartcom-Bulgaria AD
40:D8:55:06:D	BroadSoft	BroadSoft, INC
40:D8:55:07:2	CTCompany	CT Company
40:D8:55:07:3	Diamond	Diamond Technologies, Inc
40:D8:55:08:2	ard	ard sa
40:D8:55:07:E	TESCOM	TESCOM CORPORATION
40:D8:55:05:7	TammermaticG	Tammermatic Group Oy
40:D8:55:05:3	Amantys	Amantys Ltd
40:D8:55:04:6	CircuitlinkP	Circuitlink Pty Ltd
40:D8:55:05:E	inoage	inoage GmbH
40:D8:55:04:2	MangoCommuni	Mango Communicaitons Inc.
40:D8:55:03:C	ComputerSyst	Computer System Co.,Ltd
40:D8:55:03:3	ErmesElettro	Ermes Elettronica s.r.l.
40:D8:55:02:9	DeproElectro	Depro Electronique
40:D8:55:04:8	GDMissionSys	 GD Mission Systems
40:D8:55:03:8	SpecialMeasu	Special Measurements Labs LLC
40:D8:55:04:0	GHLSystemsBe	GHL Systems Berhad
40:D8:55:00:3	AlphaNavigat	AlphaNavigation coltd
40:D8:55:01:3	GrandeVitess	Grande Vitesse Systems
40:D8:55:01:5	BITMILLsrl	BITMILL srl
40:D8:55:00:D	HuNS	HuNS
40:D8:55:01:F	SitepItaliaS	Sitep Italia Spa
40:D8:55:01:A	MEGGITTDEFEN	MEGGITT DEFENSE SYSTEMS INC.
40:D8:55:00:E	BrightwellDi	Brightwell Dispensers
00:50:C2:FF:A	NupointSyste	Nupoint Systems Inc.
40:D8:55:00:6	Bactest	Bactest Limited
00:50:C2:FE:4	RTTMobileInt	RTT Mobile Interpretation
00:50:C2:FE:A	BrunelSectio	Brunel GmbH Section Communications
00:50:C2:FE:D	LOGISOLKft	LOGISOL Kft.
00:50:C2:FE:C	FirstSystem	First System Technology Co., Ltd.
00:50:C2:FD:8	Ease	Ease Inc.
00:50:C2:FD:A	ELANSYSTEMS	ELAN SYSTEMS
00:50:C2:FC:B	PropagationS	Propagation Systems Limited
00:50:C2:FB:F	MYLOGIC	MYLOGIC
00:50:C2:FB:E	senTecElektr	senTec Elektronik GmbH
00:50:C2:FC:5	SakuraSeiki	Sakura Seiki Co.,Ltd.
00:50:C2:FB:3	CTCompany	CT Company
00:50:C2:FB:2	PrestonIndus	Preston Industries dba PolyScience
00:50:C2:FA:E	ATIAutomação	ATI Automação Telecomunicações e Informática Ltda
00:50:C2:FA:F	VremyaCHJSC	Vremya-CH JSC
00:50:C2:FB:4	MCmonitoring	MC-monitoring SA
00:50:C2:F9:E	MatsusadaPre	Matsusada Precision Inc.
00:50:C2:FA:A	YJSYSTEM	YJSYSTEM
00:50:C2:FA:D	FinishingBra	Finishing Brands
00:50:C2:F9:3	BaudischElec	Baudisch Electronic GmbH
00:50:C2:F8:9	CSAEngineeri	CSA Engineering AG
00:50:C2:F9:2	CONETSolutio	CONET Solutions GmbH
00:50:C2:F9:B	NEWELL	NEWELL TECHNOLOGIES LIMITED 
00:50:C2:F7:1	RFCode	RF Code, Inc
00:50:C2:F6:D	ProDesignEle	Pro Design Electronic GmbH
00:50:C2:F6:E	SmithMeter	Smith Meter, Inc.
00:50:C2:F5:0	Moritex	Moritex Corporation
00:50:C2:F5:E	YcamSolution	Y-cam Solutions Ltd
00:50:C2:F5:C	DSPDESIGN	DSP DESIGN LTD
00:50:C2:F4:B	Supranet	Supranet
00:50:C2:F5:A	Sentry360Sec	Sentry 360 Security
00:50:C2:F6:2	EMAC	EMAC, Inc.
00:50:C2:F4:6	ReasonTecnol	Reason Tecnologia S.A.
00:50:C2:F5:6	MonsoonSolut	Monsoon Solutions, Inc.
00:50:C2:F3:9	InForceCompu	InForce Computing, Inc.
00:50:C2:F3:D	Projectservi	Project service S.a.s
00:50:C2:F3:7	RosslareEnte	Rosslare Enterprises Limited
00:50:C2:F3:1	Ruetz	Ruetz Technologies GmbH
00:50:C2:F4:1	FairyDevices	FairyDevices Inc.
00:50:C2:F2:B	BioGuardcomp	Bio Guard component & technologies
00:50:C2:F2:5	SamwayElectr	Samway Electronic SRL
00:50:C2:F2:4	CTCompany	CT Company
00:50:C2:F0:B	Treehaven	Treehaven Technologies, Inc.
00:50:C2:F1:7	ABBTransmiss	ABB Transmission and Distribution Automation Equipment (Xiamen) Co., Ltd.
00:50:C2:F1:5	SascalDispla	Sascal Displays Ltd
00:50:C2:F1:8	VitecMultime	Vitec Multimedia
00:50:C2:F0:9	Wheatstone	Wheatstone Corporation
00:50:C2:EF:8	HCL	HCL Technologies
00:50:C2:ED:B	BELIKSPRL	BELIK S.P.R.L.
00:50:C2:ED:A	JointStockCo	"Joint Stock Company ""Svyaz Inginiring M"""
00:50:C2:ED:9	Plasmatronic	Plasmatronics pty ltd
00:50:C2:EB:E	GlobalTecnol	Global Tecnologia LTDA.
00:50:C2:ED:1	ArcontiaAB	Arcontia Technology AB
00:50:C2:EB:8	dspnor	dspnor
00:50:C2:EC:F	TAIWANHIPLUS	TAIWAN HIPLUS CORPORATION
00:50:C2:EB:2	OtakiElectri	Otaki Electric Corporation
00:50:C2:EB:3	ARRFMicrowav	AR RF/Microwave Instrumentation
00:50:C2:EA:4	head	head
00:50:C2:EA:1	TEXCOMPUTERS	TEX COMPUTER SRL 
00:50:C2:EA:7	SaiaBurgessC	Saia-Burgess Controls AG
00:50:C2:E9:C	SPARQsystems	SPARQ systems
00:50:C2:E7:9	MCSMICRONICC	MCS MICRONIC Computer Systeme GmbH
00:50:C2:E8:D	SystemAdvanc	SystemAdvanced Co,Ltd
00:50:C2:E8:C	EpecOy	Epec Oy
00:50:C2:E8:B	RPAElectroni	RPA Electronic Solutions, Inc.
00:50:C2:E7:D	AELMicrosyst	AEL Microsystems Limited
00:50:C2:E7:E	Swareflex	Swareflex GmbH
00:50:C2:E6:D	Allerta	Allerta Inc
00:50:C2:E6:E	PowerOneItal	Power-One Italia S.p.A
00:50:C2:E6:B	Sika	Sika Technology AG
00:50:C2:E6:9	Netmaker	Netmaker
00:50:C2:E5:5	TTi	TTi Ltd
00:50:C2:E5:4	Arcos	Arcos Technologies LTD
00:50:C2:E6:3	Primasistemi	Prima sistemi
00:50:C2:E5:C	MCOPIA	MCOPIA Co., Ltd
00:50:C2:E7:3	ACSMotionCon	ACS Motion Control Ltd.
00:50:C2:E4:E	InstituteFor	Institute For Information Industry
00:50:C2:E5:2	FamasSystemS	Famas System S.p.A.
00:50:C2:E3:B	Nanosolution	Nanosolution Inc.
00:50:C2:E3:9	Telemetrics	Telemetrics Inc.
00:50:C2:E3:8	AesirCopenha	Aesir Copenhagen
00:50:C2:E4:5	StichtingSun	Stichting Sunrise
00:50:C2:E2:8	Teplovodokhr	Teplovodokhran
00:50:C2:E2:7	CONTROLSYSTE	CONTROL SYSTEMS Srl
00:50:C2:E3:0	GoennheimerE	Goennheimer Elektronic GmbH
00:50:C2:E2:2	MichaelRiede	Michael Riedel Transformatorenbau GmbH
00:50:C2:E1:5	IHIScube	IHI Scube Co.,Ltd
00:50:C2:E0:F	TrentinoSyst	Trentino Systems
00:50:C2:E2:6	Cinetix	Cinetix s.r.l.
00:50:C2:E1:E	LoQplc	Lo-Q plc
00:50:C2:E1:0	Radinetworks	Radinetworks Co., Ltd
00:50:C2:DF:8	TommotekWAPt	Tommotek (WA) Pty Ltd.
00:50:C2:DF:2	OceanSonics	Ocean Sonics
00:50:C2:DD:D	AAGENERALSRL	A&A GENERAL SRL
00:50:C2:DD:9	Metraware	Metraware
00:50:C2:DD:0	IDCSolutions	IDC Solutions Pty Ltd
00:50:C2:DC:4	KeithKoep	Keith & Koep GmbH
00:50:C2:DB:E	WITHSYSTEM	WITHSYSTEM Co.,Ltd
00:50:C2:DC:0	SecurityServ	Security Services Group (SSG)
00:50:C2:DB:B	Esensors	Esensors, Inc.
00:50:C2:DC:A	TeleDataCont	Tele Data Control
00:50:C2:DA:5	megatecelect	megatec electronic GmbH
00:50:C2:DA:3	GDMissionSys	 GD Mission Systems
00:50:C2:DA:6	ManitowocIce	Manitowoc Ice 
00:50:C2:DB:0	IMAGO	IMAGO Technologies GmbH
00:50:C2:DA:0	PrecisionRem	Precision Remotes
00:50:C2:D9:F	BitWiseContr	BitWise Controls
00:50:C2:D9:8	RongShunXuan	Rong Shun Xuan Corp.
00:50:C2:DB:3	LAUDADRRWOBS	LAUDA DR. R. WOBSER GMBH & CO. KG
00:50:C2:DA:7	Capton	Capton
00:50:C2:D8:7	Electrolight	Electrolight Shivuk (1994) Ltd.
00:50:C2:D9:4	SoftwareEffe	Software Effect Enterprises, Inc
00:50:C2:D9:0	DumpsElectro	Dumps Electronic
00:50:C2:D9:2	Manz	Manz
00:50:C2:D8:E	LSDScience	LSD Science&Technology Co.,Ltd.
00:50:C2:D8:D	CSInstrument	CS-Instruments
00:50:C2:D7:E	LYNXTechnik	LYNX Technik AG
00:50:C2:D7:C	MicrocubsSys	Microcubs Systems Pvt Ltd
00:50:C2:D6:8	HiSpeedData	HiSpeed Data, Inc.
00:50:C2:D5:9	BUANCOSYSTEM	BUANCO SYSTEM A/S
00:50:C2:D6:2	EMAC	EMAC, Inc.
00:50:C2:D6:3	DATAREGISSA	DATAREGIS S.A.
00:50:C2:D5:C	Ibetor	Ibetor S.L.
00:50:C2:D5:3	TelemerkkiOy	Telemerkki Oy
00:50:C2:D7:1	EMAC	EMAC, Inc.
00:50:C2:D4:F	SECOM	SECOM GmbH
00:50:C2:D2:D	CadiScientif	Cadi Scientific Pte Ltd
00:50:C2:D4:C	DALOGDiagnos	DALOG Diagnosesysteme GmbH
00:50:C2:D3:4	GAONTECHcorp	GAON TECH corp.
00:50:C2:D0:3	PeekelInstru	Peekel Instruments B.V.
00:50:C2:D0:2	SURVALENTCOR	SURVALENT TECHNOLOGY CORP
00:50:C2:D2:7	FrSauter	Fr.Sauter AG
00:50:C2:D2:6	RCHGROUP	RCH GROUP
00:50:C2:D1:C	ReconDynamic	Recon Dynamics, LLC
00:50:C2:D1:4	SAETIS	SAET I.S.
00:50:C2:D1:0	RosslareEnte	Rosslare Enterprises Ltd.
00:50:C2:D1:2	TokyoWeld	Tokyo Weld Co.,Ltd.
00:50:C2:D0:F	SaiaBurgessC	Saia-Burgess Controls AG
00:50:C2:D0:B	CODACOELECTR	CODACO ELECTRONIC s.r.o.
00:50:C2:D0:A	Airpoint	Airpoint Co., Ltd.
00:50:C2:D2:0	7Kft	7+ Kft
00:50:C2:CE:6	APLICA	APLICA TECHNOLOGIES
00:50:C2:CE:7	EcholaSystem	Echola Systems
00:50:C2:CF:D	AIRFOLC	AIRFOLC,INC.
00:50:C2:CF:7	ArmourHomeEl	Armour Home Electronics LTD
00:50:C2:CF:6	EpecOy	Epec Oy
